Material,Matl-Comp,Package Size,4.4 MSU转换,FormulaName,Type,Note,SUF,Brand,Seg
80853518,21302348,280,3467.843632,SHM BC177N,PO shampoo,BC177N G1XJ152000 0.5PO NaSal 0.8OB HR,1.2688,HR,On going
80853519,21297316,280,3467.843632,SHM BC177N,PO shampoo,BC177N G1XJ152000 0.5PO NaSal 0.8WR HR,1.2688,HR,On going
80853509,21297316,530,2442.680286,SHM BC177N,PO shampoo,BC177N G1XJ152000 0.5PO NaSal 0.8WR HR,1.8013,HR,On going
80859245,21292817,750,1294.650739,SHM BC162H QR,Non AD shampoo,BC162Hs QR14048 0.285MC CS RJ,3.3986,FC,On going
80841210,90288239,670,1449.227628,SHM BC156OF,AD shampoo,BC156o F1RT300110 0.5PO 0.7FGB HS,3.0361,HS,On going
80841218,90291266,750,1294.650739,SHM BC177N,PO shampoo,BC177N G1XJ152000 o0.5 0.9PR HS,3.3986,HS,On going
80820471,21170860,700,1387.137453,SHM BC198O,Non AD shampoo,BC198 O1RP151020L 0.7Mont Blanc RJ,3.172,EC,GBU
80854034,21287753,40,11783.61007,COND BC840M68,Non AD conditioner,BC840M68-25 NaBz 2.1TAS 2FS 0.5Sil 0.9RL,0.3734,PTN,On going
20184111,91709062,530,21348.85978,SHM BC162CW,Clear shampoo,BC162C WM2500 0.55MidSum AU,0.2061,Aussie,pack
80854031,21287753,70,6734.006734,COND BC840M68,Non AD conditioner,BC840M68-25 NaBz 2.1TAS 2FS 0.5Sil 0.9RL,0.6534,PTN,On going
21337514,21287753,40,282051.2821,COND BC840M68,Non AD conditioner,BC840M68-25 NaBz 2.1TAS 2FS 0.5Sil 0.9RL,0.0156,PTN,pack
21326489,21287753,180,62857.14286,COND BC840M68,Non AD conditioner,BC840M68-25 NaBz 2.1TAS 2FS 0.5Sil 0.9RL,0.07,PTN,pack
21301337,20178683,680,17133.95639,SHM BC188H,PO shampoo,BC188H S+2N40S20 0.5PO 1.3GP PNK,0.2568,HS,Pack
21296430,21008380,680,17133.95639,SHM BC156OF,AD shampoo,BC156o F+1RT300106 0.5PO 1.7JPM HS,0.2568,HS,Pack
80859229,21309191,750,1294.650739,SHM BC162H QR,Climbazole shampoo,BC162Hs QR24048 0.285SR AL RJ,3.3986,FC,On going
80859243,21287654,750,1294.650739,SHM BC162H QR,Climbazole shampoo,BC162Hs QR14048 0.285SR AL RJ,3.3986,FC,On going
80859235,21305680,750,1294.650739,SHM BC162H QR,Climbazole shampoo,BC162Hs QR14048 0.285SR AL RJ,3.3986,FC,On going
80859232,21305828,360,2697.235334,SHM BC128C,AD shampoo,BC128c KN1500 0.45C 0.285SR AL RJ,1.6313,FC,On going
80859226,21305828,170,2855.844746,SHM BC128C,AD shampoo,BC128c KN1500 0.45C 0.285SR AL RJ,1.5407,FC,On going
80859234,21305828,1180,822.8605625,SHM BC128C,AD shampoo,BC128c KN1500 0.45C 0.285SR AL RJ,5.3472,FC,On going
21321737,21287753,180,62857.14286,COND BC840M68,Non AD conditioner,BC840M68-25 NaBz 2.1TAS 2FS 0.5Sil 0.9RL,0.07,PTN,pack
80859231,21302238,750,1294.650739,SHM BC162H QR,Climbazole shampoo,BC162Hs QR14048 0.285SR AL RJ,3.3986,FC,On going
80859228,21295444,750,1256.927384,COND BC264MD50,Non AD conditioner,BC264MD50 0.50TAS NaBz 0.6SR AL 2021 RJ,3.5006,FC,On going
20201863,90421251,180,62857.14286,COND BC840M68,Non AD conditioner,BC840M68-25 KTN 4.5TFS 0.75RL PTN,0.07,PTN,pack
80854033,21287753,230,4098.742431,COND BC840M68,Non AD conditioner,BC840M68-25 NaBz 2.1TAS 2FS 0.5Sil 0.9RL,1.0735,PTN,On going
80841217,90298879,750,1294.650739,SHM BC156OF,AD shampoo,BC156o F1RT300104 0.5PO 1.1CMM HS,3.3986,HS,On going
80841216,90288239,750,1294.650739,SHM BC156OF,AD shampoo,BC156o F1RT300110 0.5PO 0.7FGB HS,3.3986,HS,On going
21337520,21268746,40,282051.2821,COND BC840M68,Non AD conditioner,BC840M68-25 1.6TFS 1.7MSW 0.9Siri PTN,0.0156,PTN,pack
21286727,90167254,700,16647.74877,SHM BC156OF,AD shampoo,BC156o F1RT300106 0.5PO 1.1PR HS,0.2643,HS,On going
21357213,21141975,400,28277.63496,COND BC840M68,Non AD conditioner,BC840 M68-25 4.1TFS NaBz 0.8GS PNT,0.1556,PTN,pack
21302940,20178683,1000,11652.54237,SHM BC188H,PO shampoo,BC188H S+2N40S20 0.5PO 1.3GP PNK,0.3776,HS,pack
21298016,21008380,1000,11652.54237,SHM BC156OF,AD shampoo,BC156o F+1RT300106 0.5PO 1.7JPM HS,0.3776,HS,pack
21310511,90167254,1000,11652.54237,SHM BC156OF,AD shampoo,BC156o F1RT300106 0.5PO 1.1PR HS,0.3776,HS,pack
21288315,20178683,200,58278.1457,SHM BC188H,PO shampoo,BC188H S+2N40S20 0.5PO 1.3GP PNK,0.0755,HS,pack
21310510,21008380,200,58278.1457,SHM BC156OF,AD shampoo,BC156o F+1RT300106 0.5PO 1.7JPM HS,0.0755,HS,pack
21288319,90167254,200,58278.1457,SHM BC156OF,AD shampoo,BC156o F1RT300106 0.5PO 1.1PR HS,0.0755,HS,pack
80832022,21156208,600,3236.722083,SHM BC177N,PO shampoo,BC177N G1XJ151000 o0.3 0.65FL RJ,1.3594,EC,HKTW
80832018,21156208,600,3236.722083,SHM BC177N,PO shampoo,BC177N G1XJ151000 o0.3 0.65FL RJ,1.3594,EC,HKTW
80865248,21309204,530,1832.035641,SHM BC189H,Non AD shampoo,BC189H A17NKP301015G23 NaBz 1.0BTO PNT,2.4017,PTN,On going
80865259,21325680,530,1832.035641,SHM BC189T,Non AD shampoo,BC189T B20NP1510G05 NaBz 0.25M 1.1MT PNT,2.4017,PTN,On going
80865430,21350259,70,6734.006734,COND BC840M68,Non AD conditioner,BC840M68-25 NaBz 2.1TAS 2FS 0.5Sil 0.9CK,0.6534,PTN,On going
80865431,21350259,160,5891.805035,COND BC840M68,Non AD conditioner,BC840M68-25 NaBz 2.1TAS 2FS 0.5Sil 0.9CK,0.7468,PTN,On going
21357318,21141975,200,56555.26992,COND BC840M68,Non AD conditioner,BC840 M68-25 4.1TFS NaBz 0.8GS PNT,0.0778,PTN,pack
80856854,21073081,480,2022.895499,SHM GH140OA,PO shampoo,GH140oA B3X4000 0.5PO 1.7A 1DC,2.1751,HS,On going
80856849,21073081,360,2697.235334,SHM GH140OA,PO shampoo,GH140oA B3X4000 0.5PO 1.7A 1DC,1.6313,HS,On going
80856843,21073081,670,1449.227628,SHM GH140OA,PO shampoo,GH140oA B3X4000 0.5PO 1.7A 1DC,3.0361,HS,On going
80865447,21141975,400,2356.722014,COND BC840M68,Non AD conditioner,BC840 M68-25 4.1TFS NaBz 0.8GS PNT,1.867,PTN,HKTW
80865450,20111636,650,2987.709649,SHM BC189T,Non AD shampoo,BC189T R17NP3515 G15S08 0.8GS PN,1.4727,PTN,HKTW
80865456,21141975,650,2900.652647,COND BC840M68,Non AD conditioner,BC840 M68-25 4.1TFS NaBz 0.8GS PNT,1.5169,PTN,HKTW
80856855,21294824,480,2022.895499,SHM BC188S,PO shampoo,BC188 S07X4000 0.5PO 1.1Yuja Cha HS,2.1751,HS,HKTW
80865445,20111636,950,2044.134727,SHM BC189T,Non AD shampoo,BC189T R17NP3515 G15S08 0.8GS PN,2.1525,PTN,HKTW
80820494,21196959,620,1566.114967,SHM GH140OT,PO shampoo,GH140o T+0.5H D2N20S08 0.3PO KTN 0.7JA,2.8095,EC,GBU
21367108,21141983,200,56555.26992,COND BC840M68,Non AD conditioner,BC840 M68-25 4.0TFS NaBz 0.8GS PNT,0.0778,PTN,pack
80852659,21297317,530,2371.58411,COND BC840M100,Non AD conditioner,BC840 M100-25 3.0TAS 0.25Slsf NaBz 0.7WR,1.8553,HR,On going
80852657,21297317,280,3366.745734,COND BC840M100,Non AD conditioner,BC840 M100-25 3.0TAS 0.25Slsf NaBz 0.7WR,1.3069,HR,On going
21348207,21170860,650,16647.74877,SHM BC198O,Non AD shampoo,BC198 O1RP151020L 0.7Mont Blanc RJ,0.2643,EC,pack
21348220,21196959,650,17922.60692,SHM GH140OT,PO shampoo,GH140o T+0.5H D2N20S08 0.3PO KTN 0.7JA,0.2455,EC,pack
21286728,90169500,700,17922.60692,SHM BC156OF,AD shampoo,BC156o F1RT300108 0.5PO 1.1TS HS,0.2455,HS,pack
80864679,21345673,530,2442.680286,SHM BC188H,PO shampoo,BC188H S07N40S15 0.8PO NaBz  NaSal HR,1.8013,HR,On going
80859237,21305828,1000,970.9809114,SHM BC128C,AD shampoo,BC128c KN1500 0.45C 0.285SR AL RJ,4.5315,FC,On going
80859230,21305680,1000,970.9809114,SHM BC162H QR,Climbazole shampoo,BC162Hs QR14048 0.285SR AL RJ,4.5315,FC,On going
80865452,21127223,950,2044.134727,SHM BC189H,Non AD shampoo,BC189Hd Q20R40G10S08 0.8GS PNT,2.1525,PTN,HKTW
80865448,21078663,950,2044.134727,SHM BC109 ,Clear shampoo,BC109s P1905X095 NaSal 0.475FR PNT,2.1525,PTN,HKTW
80865459,90469318,950,2044.134727,SHM BC109 ,Clear shampoo,BC109s P29R19D019 0.475FR PNT,2.1525,PTN,HKTW
80865451,90469318,650,2987.709649,SHM BC109 ,Clear shampoo,BC109s P29R19D019 0.475FR PNT,1.4727,PTN,HKTW
80865455,21078663,650,2987.709649,SHM BC109 ,Clear shampoo,BC109s P1905X095 NaSal 0.475FR PNT,1.4727,PTN,HKTW
80865458,21127223,650,2987.709649,SHM BC189H,Non AD shampoo,BC189Hd Q20R40G10S08 0.8GS PNT,1.4727,PTN,HKTW
80865457,21137064,650,2987.709649,SHM BC189H,Non AD shampoo,BC189Hd Q20R40G10S08 0.8GS PNT,1.4727,PTN,HKTW
80865700,21132171,650,2900.652647,COND BC840M68,Non AD conditioner,BC840 MD67-24 3Gly 2TAS NaBz 0.7FR PNT,1.5169,PTN,HKTW
80865453,21141983,650,2900.652647,COND BC840M68,Non AD conditioner,BC840 M68-25 4.0TFS NaBz 0.8GS PNT,1.5169,PTN,HKTW
80865454,21118318,650,2900.652647,COND BC840M68,Non AD conditioner,BC840MD67-24 3.0Gly 1.5TAS NaBz 0.7FR,1.5169,PTN,HKTW
80865446,21127236,650,2900.652647,COND BC840M68,Non AD conditioner,BC840 Sc120-25 2.5TAS NaBz 0.8GS PNT,1.5169,PTN,HKTW
80865449,90454578,650,2987.709649,SHM BC162H QR,Climbazole shampoo,BC162Hs VRc48067 0.45C 0.57FR PNT,1.4727,PTN,HKTW
80865701,91432184,650,2987.709649,SHM BC162H QR,Climbazole shampoo,BC162H QP1020 0.6 FR Histidine PTN,1.4727,PTN,HKTW
80859227,21292817,170,2855.844746,SHM BC162H QR,Climbazole shampoo,BC162Hs QR14048 0.285MC CS RJ,1.5407,FC,On going
80841232,20178683,680,1427.922373,SHM BC188H,PO shampoo,BC188H S+2N40S20 0.5PO 1.3GP PNK,3.0814,HS,On going
80841223,21008380,680,1427.922373,SHM BC156OF,AD shampoo,BC156o F+1RT300106 0.5PO 1.7JPM HS,3.0814,HS,On going
80865432,21357193,470,2065.921683,SHM BC189H,Non AD shampoo,BC189H A17NKP301015G10S05 1.2CK PNT,2.1298,PTN,On going
80852654,21311183,530,2371.58411,COND BC840M68,Non AD conditioner,BC840M68-25 NaBz 1.6TFS 1.7MSW 0.8ST HR,1.8553,HR,On going
80852655,21302350,530,2371.58411,COND BC840M68,Non AD conditioner,BC840M68-25 NaBz 1.6TFS 1.7MSW 0.8OB HR,1.8553,HR,On going
80852656,21302350,280,3366.745734,COND BC840M68,Non AD conditioner,BC840M68-25 NaBz 1.6TFS 1.7MSW 0.8OB HR,1.3069,HR,On going
80852658,21311183,280,3366.745734,COND BC840M68,Non AD conditioner,BC840M68-25 NaBz 1.6TFS 1.7MSW 0.8ST HR,1.3069,HR,On going
80859244,21287654,360,2697.235334,SHM BC162H QR,Climbazole shampoo,BC162Hs QR14048 0.285SR AL RJ,1.6313,FC,On going
80859233,21305680,360,2697.235334,SHM BC162H QR,Climbazole shampoo,BC162Hs QR14048 0.285SR AL RJ,1.6313,FC,On going
80859236,21302238,360,2697.235334,SHM BC162H QR,Climbazole shampoo,BC162Hs QR14048 0.285SR AL RJ,1.6313,FC,On going
80859250,21305680,170,2855.844746,SHM BC162H QR,Climbazole shampoo,BC162Hs QR14048 0.285SR AL RJ,1.5407,FC,On going
80859240,21309191,170,2855.844746,SHM BC162H QR,Climbazole shampoo,BC162Hs QR24048 0.285SR AL RJ,1.5407,FC,On going
80859239,21305828,750,1294.650739,SHM BC128C,AD shampoo,BC128c KN1500 0.45C 0.285SR AL RJ,3.3986,FC,On going
80856852,21294824,670,1449.227628,SHM BC188,PO shampoo,BC188 S07X4000 0.5PO 1.1Yuja Cha HS,3.0361,HS,On going
80856839,21355402,480,2022.895499,SHM GH140OT,PO shampoo,GH140o T+A3XJ1515S1 0.5PO 1.1BO,2.1751,HS,On going
80859248,21292817,1000,970.9809114,SHM BC162H QR,Climbazole shampoo,BC162Hs QR14048 0.285MC CS RJ,4.5315,FC,On going
80868693,21268746,40,11783.61007,COND BC840M68,Non AD conditioner,BC840M68-25 1.6TFS 1.7MSW 0.9Siri PTN,0.3734,PTN,HKTW
80859241,21292817,360,2697.235334,SHM BC162H QR,Climbazole shampoo,BC162Hs QR14048 0.285MC CS RJ,1.6313,FC,On going
80859246,21309191,360,2697.235334,SHM BC162H QR,Climbazole shampoo,BC162Hs QR24048 0.285SR AL RJ,1.6313,FC,On going
21334484,21305680,170,68535.82555,SHM BC162H QR,Climbazole shampoo,BC162Hs QR14048 0.285SR AL RJ,0.0642,FC,pack
21319824,21305828,170,68535.82555,SHM BC128C,AD shampoo,BC128c KN1500 0.45C 0.285SR AL RJ,0.0642,FC,pack
80859242,21287654,170,2855.844746,SHM BC162H QR,Climbazole shampoo,BC162Hs QR14048 0.285SR AL RJ,1.5407,FC,On going
80859238,21302238,170,2855.844746,SHM BC162H QR,Climbazole shampoo,BC162Hs QR14048 0.285SR AL RJ,1.5407,FC,On going
80868692,21268746,180,5237.47173,COND BC840M68,Non AD conditioner,BC840M68-25 1.6TFS 1.7MSW 0.9Siri PTN,0.8401,PTN,HKTW
80865244,21263997,470,2065.921683,SHM BC189T,Non AD shampoo,BC189T A20NP1510G05 KTN 1.1Siri PNT,2.1298,PTN,HKTW
80865245,90485140,470,2065.921683,SHM BC189H,Non AD shampoo,BC189H A17NKP301015G10S05 0.8Redline PNT,2.1298,PTN,HKTW
21319825,21305828,750,15531.23897,SHM BC128C,AD shampoo,BC128c KN1500 0.45C 0.285SR AL RJ,0.2833,FC,pack
21329726,21305680,750,15531.23897,SHM BC162H QR,Climbazole shampoo,BC162Hs QR14048 0.285SR AL RJ,0.2833,FC,pack
21334685,21305680,360,32376.74761,SHM BC162H QR,Climbazole shampoo,BC162Hs QR14048 0.285SR AL RJ,0.1359,FC,pack
21344138,21305828,360,32376.74761,SHM BC128C,AD shampoo,BC128c KN1500 0.45C 0.285SR AL RJ,0.1359,FC,pack
80859247,21305828,930,1044.064257,SHM BC128C,AD shampoo,BC128c KN1500 0.45C 0.285SR AL RJ,4.2143,FC,GBU
80859249,21305680,930,1044.064257,SHM BC162H QR,Climbazole shampoo,BC162Hs QR14048 0.285SR AL RJ,4.2143,FC,GBU
80856845,21294824,80,6068.965517,SHM BC188,PO shampoo,BC188 S07X4000 0.5PO 1.1Yuja Cha HS,0.725,HS,On going
80865102,21346551,530,2371.58411,SHM BC177N,PO shampoo,BC177N G1XJ152000 0.5PO NaSal 1.0RW HR,1.8553,HR,On going
21392969,21156208,520,22403.25866,SHM BC177N,PO shampoo,BC177N G1XJ151000 o0.3 0.65FL RJ,0.1964,EC,pack
80874808,21156208,930,2088.178065,SHM BC177N,PO shampoo,BC177N G1XJ151000 o0.3 0.65FL RJ,2.1071,EC,GBU
21350580,21073081,80,141479.0997,SHM GH140OT,PO shampoo,GH140oA B3X4000 0.5PO 1.7A 1DC,0.0311,HS,pack
21387762,21008380,430,27110.28959,SHM BC156OF,AD shampoo,BC156o F+1RT300106 0.5PO 1.7JPM HS,0.1623,HS,pack
21357433,21073081,360,32352.94118,SHM GH140OT,PO shampoo,GH140oA B3X4000 0.5PO 1.7A 1DC,0.136,HS,pack
80856844,21294824,360,2697.235334,SHM BC188,PO shampoo,BC188 S07X4000 0.5PO 1.1Yuja Cha HS,1.6313,HS,On going
80820495,21170860,620,1566.114967,SHM BC198O,Non AD shampoo,BC198 O1RP151020L 0.7Mont Blanc RJ,2.8095,EC,GBU
80868678,21350259,180,5237.47173,COND BC840M68,Non AD conditioner,BC840M68-25 NaBz 2.1TAS 2FS 0.5Sil 0.9CK,0.8401,PTN,HKTW
80864351,21326292,290,6499.261448,SHM BC188,PO shampoo,BC188 R+1B40S06 0.8PO 1.6SKM PCH,0.677,PTN,HKTW
80864349,21326292,290,6499.261448,SHM BC188,PO shampoo,BC188 R+1B40S06 0.8PO 1.6SKM PCH,0.677,PTN,HKTW
21350032,21305680,1000,11652.54237,SHM BC162H QR,Climbazole shampoo,BC162Hs QR14048 0.285SR AL RJ,0.3776,FC,pack
21344150,21305828,1000,11652.54237,SHM BC128C,AD shampoo,BC128c KN1500 0.45C 0.285SR AL RJ,0.3776,FC,pack
21373502,21073081,360,32352.94118,SHM GH140OT,PO shampoo,GH140oA B3X4000 0.5PO 1.7A 1DC,0.136,HS,pack
21404777,21021319,530,21934.19741,SHM BC189H,Non AD shampoo,BC189H A17NP2020G10 KTN 1.1ROW PNT,0.2006,PTN,pack
80865251,21314762,300,3236.722083,SHM BC189H,Non AD shampoo,BC189H A17NP2020G10 NaBz 1.1% ROW PTN,1.3594,PTN,On going
80853520,21297308,530,2371.58411,SHM BC177N,PO shampoo,BC177N G1XJ152000 0.5PO NaSal 1.0ST HR,1.8553,HR,On going
80864350,21326292,290,6499.261448,SHM BC188,PO shampoo,BC188 R+1B40S06 0.8PO 1.6SKM PCH,0.677,PTN,HKTW
80853505,21302348,530,2371.58411,SHM BC177N,PO shampoo,BC177N G1XJ152000 0.5PO NaSal 0.8OB HR,1.8553,HR,On going
21379259,20111636,650,17405.06329,SHM BC189T,Non AD shampoo,BC189T R17NP3515 G15S08 0.8GS PN,0.2528,PTN,pack
80865258,21325680,300,3236.722083,SHM BC189T,Non AD shampoo,BC189T B20NP1510G05 NaBz 0.25M 1.1MT PNT,1.3594,PTN,On going
20129446,90423973,530,21348.85978,SHM BC177N,PO shampoo,BC177 G1XJ152000 0.85OP Aussie,0.2061,Aussie,pack
80875068,21355402,650,1493.804108,SHM GH140OT,PO shampoo,GH140o T+A3XJ1515S1 0.5PO 1.1BO,2.9455,HS,HKTW
80856834,21355402,80,6068.965517,SHM GH140OT,PO shampoo,GH140o T+A3XJ1515S1 0.5PO 1.1BO,0.725,HS,FGOI
80875072,21294824,650,1493.804108,SHM BC188,PO shampoo,BC188 S07X4000 0.5PO 1.1Yuja Cha HS,2.9455,HS,HKTW
80875071,21073081,650,1493.804108,SHM GH140OT,PO shampoo,GH140oA B3X4000 0.5PO 1.7A 1DC,2.9455,HS,HKTW
80870883,91297192,80,6068.965517,SHM BC188S,PO shampoo,BC188 S07X4000 0.8PO 1.1MSR,0.725,HS,HKTW
80856846,21355402,670,1449.227628,SHM GH140OT,PO shampoo,GH140o T+A3XJ1515S1 0.5PO 1.1BO,3.0361,HS,On going
20202199,91709062,300,37703.51328,SHM BC162H QR,Climbazole shampoo,BC162C WM2500 0.55MidSum AU,0.1167,Aussie,pack
80864352,21326292,290,6499.261448,SHM BC188S,PO shampoo,BC188 R+1B40S06 0.8PO 1.6SKM PCH,0.677,PTN,HKTW
80875073,21038926,530,2371.58411,SHM BC177N,PO shampoo,BC177N G1XJ152000 0.3PO NaSal 0.7Amer HR,1.8553,HR,HKTW
80864348,21326292,290,6499.261448,SHM BC188S,PO shampoo,BC188 R+1B40S06 0.8PO 1.6SKM PCH,0.677,PTN,HKTW
80875074,21038926,530,2371.967655,SHM BC177N,PO shampoo,BC177N G1XJ152000 0.3PO NaSal 0.7Amer HR,1.855,HR,On going
80875070,21073081,80,6068.965517,SHM GH140OT,PO shampoo,GH140oA B3X4000 0.5PO 1.7A 1DC,0.725,HS,HKTW
80856837,21355402,360,2697.235334,SHM GH140OT,PO shampoo,GH140o T+A3XJ1515S1 0.5PO 1.1BO,1.6313,HS,On going
80875069,21355402,80,6068.965517,SHM GH140OT,PO shampoo,GH140o T+A3XJ1515S1 0.5PO 1.1BO,0.725,HS,HKTW
80870884,91265489,80,6068.965517,SHM BC188S,PO shampoo,BC188 S07X4000 0.8PO 1.1FGB,0.725,HS,FGOI
21420778,21309204,530,21934.19741,SHM BC189H,Non AD shampoo,BC189H A17NKP301015G23 NaBz 1.0BTO PNT,0.2006,PTN,pack
21360015,21141975,650,17405.06329,COND BC840M68,Non AD conditioner,BC840 M68-25 4.1TFS NaBz 0.8GS PNT,0.2528,PTN,pack
21420939,21325680,530,21934.19741,SHM BC189T,Non AD shampoo,BC189T B20NP1510G05 NaBz 0.25M 1.1MT PNT,0.2006,PTN,pack
80881399,21287753,300,3236.722083,COND BC840M68,Non AD conditioner,BC840M68-25 NaBz 2.1TAS 2FS 0.5Sil 0.9RL,1.3594,PTN,On going
21396993,21350259,160,62857.14286,COND BC840M68,Non AD conditioner,BC840M68-25 NaBz 2.1TAS 2FS 0.5Sil 0.9CK,0.07,PTN,PACK
21403952,21297308,530,21989.0055,SHM BC177N,PO shampoo,BC177N G1XJ152000 0.5PO NaSal 1.0ST HR,0.2001,HR,PACK
21385255,21127223,650,17405.06329,SHM BC189H,Non AD shampoo,BC189Hd Q20R40G10S08 0.8GS PNT,0.2528,PTN,pack
21418985,21350259,70,161172.1612,COND BC840M68,Non AD conditioner,BC840M68-25 NaBz 2.1TAS 2FS 0.5Sil 0.9CK,0.0273,PTN,pack
21296431,90169500,680,17133.95639,SHM BC156OF,AD shampoo,BC156o F1RT300108 0.5PO 1.1TS HS,0.2568,HS,pack
21387455,21357193,470,24070.02188,SHM BC189H,Non AD shampoo,BC189H A17NKP301015G10S05 1.2CK PNT,0.1828,PTN,pack
80880192,21406943,750,1294.650739,SHM GH140OT,PO shampoo,GH140o T+0.5H D2N20S08 0.3PO NaBz 0.7JA,3.3986,EC,On going
80883611,21411939,750,1294.650739,SHM BC177N,PO shampoo,BC177N G1XJ151000 0.3PO NaSal 0.65FL RJ,3.3986,EC,On going
80883592,21432367,750,1294.650739,SHM BC177N,PO shampoo,BC177N G1XJ151000 0.3PO NaSal 0.6SC RJ,3.3986,EC,On going
21387467,21311183,530,21348.85978,COND BC840M68,Non AD conditioner,BC840M68-25 NaBz 1.6TFS 1.7MSW 0.8ST HR,0.2061,HR,PACK
21392414,21302348,530,21989.0055,SHM BC177N,PO shampoo,BC177N G1XJ152000 0.5PO NaSal 0.8OB HR,0.2001,HR,PACK
21296432,90167254,680,17133.95639,SHM BC156OF,AD shampoo,BC156o F1RT300106 0.5PO 1.1PR HS,0.2568,HS,pack
80885098,21297317,510,2538.510356,COND BC840M100,Non AD conditioner,BC840 M100-25 3.0TAS 0.25Slsf NaBz 0.7WR,1.7333,HR,HKTW
80885105,21311183,510,2538.510356,COND BC840M68,Non AD conditioner,BC840M68-25 NaBz 1.6TFS 1.7MSW 0.8ST HR,1.7333,HR,HKTW
80885097,21302350,510,2538.510356,COND BC840M68,Non AD conditioner,BC840M68-25 NaBz 1.6TFS 1.7MSW 0.8OB HR,1.7333,HR,HKTW
80885107,21297316,510,2538.510356,SHM BC177N,PO shampoo,BC177N G1XJ152000 0.5PO NaSal 0.8WR HR,1.7333,HR,HKTW
80885108,21297308,510,2538.510356,SHM BC177N,PO shampoo,BC177N G1XJ152000 0.5PO NaSal 1.0ST HR,1.7333,HR,HKTW
80885101,21345673,510,2538.510356,SHM BC188H,PO shampoo,BC188H S07N40S15 0.8PO NaBz  NaSal HR,1.7333,HR,HKTW
80885103,21302348,510,2538.510356,SHM BC177N,PO shampoo,BC177N G1XJ152000 0.5PO NaSal 0.8OB HR,1.7333,HR,HKTW
80885100,21302348,280,3467.843632,SHM BC177N,PO shampoo,BC177N G1XJ152000 0.5PO NaSal 0.8OB HR,1.2688,HR,HKTW
80885099,21345673,280,3467.843632,SHM BC188H,PO shampoo,BC188H S07N40S15 0.8PO NaBz  NaSal HR,1.2688,HR,HKTW
80832033,21196959,600,3236.722083,SHM GH140OT,PO shampoo,GH140o T+0.5H D2N20S08 0.3PO KTN 0.7JA,1.3594,EC,HKTW
80865252,21309204,300,3236.722083,SHM BC189H,Non AD shampoo,BC189H A17NKP301015G23 NaBz 1.0BTO PNT,1.3594,PTN,On going
80875075,21038926,280,3366.745734,SHM BC177N,PO shampoo,BC177N G1XJ152000 0.3PO NaSal 0.7Amer HR,1.3069,HR,On going
80883615,21427069,750,1294.650739,SHM BC198O,Non AD shampoo,BC198G O1RP1510S125 NaSal 0.7MB,3.3986,EC,On going
80883601,21405750,600,1618.301519,SHM BC177N,PO shampoo,BC177N G1XJ151000 0.3PO NaSal 1.0NK RJ,2.7189,EC,On going
80883600,21405750,1000,1942.004678,SHM BC177N,PO shampoo,BC177N G1XJ151000 0.3PO NaSal 1.0NK RJ,2.2657,EC,On going
80865246,21314762,530,1832.035641,SHM BC189H,Non AD shampoo,BC189H A17NP2020G10 NaBz 1.1% ROW PTN,2.4017,PTN,On going
80883604,21413813,200,4713.444028,COND BC840S75,Non AD conditioner,BC840S75-24 1TAS NaBz 0.7Mont Blanc RJ,0.9335,EC,On going
21413679,21156208,400,28277.63496,SHM BC177N,PO shampoo,BC177N G1XJ151000 o0.3 0.65FL RJ,0.1556,EC,pack
21379460,21141983,650,17405.06329,COND BC840M68,Non AD conditioner,BC840 M68-25 4.0TFS NaBz 0.8GS PNT,0.2528,PTN,pack
80883619,21416556,750,1294.650739,SHM GH140OT,PO shampoo,GH140c 1.25H D2N20S10 0.45C NaBz 0.7MB,3.3986,EC,On going
80883593,21393297,600,1618.301519,SHM GH140OT,PO shampoo,GH140c T D2N20S10 0.45c NaSal 1.0GBG,2.7189,EC,On going
80864347,21326292,290,6499.261448,SHM BC188,PO shampoo,BC188 R+1B40S06 0.8PO 1.6SKM PCH,0.677,PTN,HKTW
80868686,21357193,470,2065.921683,SHM BC189H,Non AD shampoo,BC189H A17NKP301015G10S05 1.2CK PNT,2.1298,PTN,HKTW
80889182,21402671,670,1449.227628,SHM GH140OT,PO shampoo,GH140o T+A3XJ1515S15 0.5PO 1.3Aw0.3M,3.0361,HS,On going
80889183,21396366,670,1449.227628,SHM GH140OT,PO shampoo,GH140o T+A3XJ1515S1 0.5PO 1.3Am0.4M,3.0361,HS,On going
80889185,21396366,360,2697.235334,SHM GH140OT,PO shampoo,GH140o T+A3XJ1515S1 0.5PO 1.3Am0.4M,1.6313,HS,On going
80889184,21402671,360,2697.235334,SHM GH140OT,PO shampoo,GH140o T+A3XJ1515S15 0.5PO 1.3Aw0.3M,1.6313,HS,On going
80883623,21393297,1000,1942.004678,SHM GH140OT,PO shampoo,GH140c T D2N20S10 0.45c NaSal 1.0GBG,2.2657,EC,On going
80864353,21326292,290,6499.261448,SHM BC188,PO shampoo,BC188 R+1B40S06 0.8PO 1.6SKM PCH,0.677,PTN,HKTW
83900170,21461837,670,1449.227628,SHM GH140OT,PO shampoo,GH140A B3X4000 0.5PO 1.7A 1.3DPT 0.3M,3.0361,HS,On going
21455786,21314762,530,21989.0055,SHM BC189H,Non AD shampoo,BC189H A17NP2020G10 NaBz 1.1% ROW PTN,0.2001,PTN,pack
